algorithm,topology,n_agents,failure_type,trial,initial_leader,initial_lqs,initial_rounds,killed_agents,recovery_leader,recovery_lqs,recovery_rounds,recovery_messages,recovery_notes
Fitness,random,10,leader_and_secondary,18,0,1.0,7,2,2.0,1.0,6,56,
Bully,random,10,leader_and_secondary,18,9,0.8131423517133806,10,2,7.0,0.748722114165786,8,36,
Random,random,10,leader_and_secondary,18,9,0.8131423517133806,1,2,5.0,0.932236187439731,1,8,
HighBattery,random,10,leader_and_secondary,18,2,0.9346312331899971,2,2,1.0,0.8689367623040171,2,8,
MostConnected,random,10,leader_and_secondary,18,0,1.0,2,2,5.0,0.9131266688575744,2,14,
Raft,random,10,leader_and_secondary,18,2,0.9346312331899971,6,2,6.0,0.7956213713624062,6,17,term=1
Fitness,random,10,leader_and_secondary,19,7,1.0,7,2,1.0,1.0,6,56,
Bully,random,10,leader_and_secondary,19,9,0.9208377801322851,10,2,7.0,0.9106906723332872,8,36,
Random,random,10,leader_and_secondary,19,4,0.9731035435554695,1,2,7.0,0.9238756998927218,1,8,
HighBattery,random,10,leader_and_secondary,19,2,0.9147688758421267,2,2,0.0,0.7065569464882056,2,8,
MostConnected,random,10,leader_and_secondary,19,1,0.9331791449325949,2,2,7.0,1.0,2,12,
Raft,random,10,leader_and_secondary,19,2,0.9147688758421267,6,2,0.0,0.6481702525414039,6,15,No consensus after 20 terms
Fitness,random,10,leader_and_secondary,20,1,1.0,7,2,4.0,1.0,7,80,
Bully,random,10,leader_and_secondary,20,9,0.6049745839518363,10,2,7.0,0.8032446752506346,8,36,
Random,random,10,leader_and_secondary,20,8,0.7684850199833191,1,2,5.0,0.7655618932080777,1,8,
HighBattery,random,10,leader_and_secondary,20,3,0.781237930317427,2,2,1.0,1.0,2,8,
MostConnected,random,10,leader_and_secondary,20,5,0.8171627079721893,2,2,1.0,1.0,2,14,
Raft,random,10,leader_and_secondary,20,5,0.8171627079721893,6,2,2.0,0.8389812498738846,6,17,term=1
Fitness,random,10,leader_and_secondary,21,0,1.0,6,2,7.0,1.0,7,80,
Bully,random,10,leader_and_secondary,21,9,0.9457103641330479,10,2,7.0,0.8922456327279572,8,36,
Random,random,10,leader_and_secondary,21,9,0.9457103641330479,1,2,3.0,0.7901028037714763,1,8,
HighBattery,random,10,leader_and_secondary,21,3,0.9296333763339907,2,2,6.0,0.984707448993988,2,8,
MostConnected,random,10,leader_and_secondary,21,0,1.0,2,2,1.0,1.0,2,16,
Raft,random,10,leader_and_secondary,21,2,0.9461386935864822,6,2,0.0,0.8485914972137563,6,19,No consensus after 20 terms
Fitness,random,10,leader_and_secondary,22,2,1.0,8,2,1.0,1.0,7,70,
Bully,random,10,leader_and_secondary,22,9,0.863000626540439,10,2,7.0,0.8139967178897128,8,36,
Random,random,10,leader_and_secondary,22,9,0.863000626540439,1,2,2.0,1.0,1,8,
HighBattery,random,10,leader_and_secondary,22,7,0.7791231819671963,2,2,8.0,0.739915222057747,2,8,
MostConnected,random,10,leader_and_secondary,22,2,1.0,2,2,3.0,1.0,2,12,
Raft,random,10,leader_and_secondary,22,1,0.8984749390123711,6,2,2.0,1.0,12,19,term=2
Fitness,random,10,leader_and_secondary,23,1,1.0,6,2,5.0,1.0,8,84,
Bully,random,10,leader_and_secondary,23,9,0.8827107447875031,10,2,7.0,0.8646619270837398,8,36,
Random,random,10,leader_and_secondary,23,7,0.8992028703129687,1,2,4.0,0.7422121782298493,1,8,
HighBattery,random,10,leader_and_secondary,23,0,0.9429822598987149,2,2,1.0,0.953170250992282,2,8,
MostConnected,random,10,leader_and_secondary,23,1,1.0,2,2,5.0,1.0,2,14,
Raft,random,10,leader_and_secondary,23,0,0.9429822598987149,6,2,1.0,1.0,6,20,term=1
Fitness,random,10,leader_and_secondary,24,6,1.0,6,2,0.0,1.0,6,56,
Bully,random,10,leader_and_secondary,24,9,0.9573516005243975,10,2,7.0,0.6592133558275263,8,36,
Random,random,10,leader_and_secondary,24,7,0.6133972408598846,1,2,0.0,0.8244298074154295,1,8,
HighBattery,random,10,leader_and_secondary,24,2,0.8571474399723289,2,2,0.0,0.6686509861285718,2,8,
MostConnected,random,10,leader_and_secondary,24,6,1.0,2,2,4.0,0.9460187590628545,2,12,
Raft,random,10,leader_and_secondary,24,2,0.8571474399723289,6,2,6.0,0.9024824516795414,6,18,term=1
Fitness,random,10,leader_and_secondary,25,5,1.0,6,2,2.0,1.0,8,84,
Bully,random,10,leader_and_secondary,25,9,0.7757569247630284,10,2,7.0,0.8334287018983748,8,36,
Random,random,10,leader_and_secondary,25,3,0.7492377559243723,1,2,0.0,0.9279855824464622,1,8,
HighBattery,random,10,leader_and_secondary,25,3,0.7492377559243723,2,2,8.0,0.9601023901343927,2,8,
MostConnected,random,10,leader_and_secondary,25,5,1.0,2,2,1.0,0.9181295147161049,2,12,
Raft,random,10,leader_and_secondary,25,1,0.8147522092713846,6,2,0.0,0.9173380861050137,6,18,No consensus after 20 terms
Fitness,random,10,leader_and_secondary,26,5,1.0,6,2,3.0,1.0,6,56,
Bully,random,10,leader_and_secondary,26,9,0.6619300913268934,10,2,7.0,0.797103382276889,8,36,
Random,random,10,leader_and_secondary,26,5,1.0,1,2,0.0,0.9031345329968428,1,8,
HighBattery,random,10,leader_and_secondary,26,5,1.0,2,2,7.0,0.9862361358725891,2,8,
MostConnected,random,10,leader_and_secondary,26,3,0.7894688758972443,2,2,0.0,1.0,2,12,
Raft,random,10,leader_and_secondary,26,0,0.8732687882176422,6,2,1.0,0.7550575882622369,6,16,term=1
Fitness,random,10,leader_and_secondary,27,9,1.0,8,2,4.0,1.0,6,56,
Bully,random,10,leader_and_secondary,27,9,1.0,10,2,7.0,0.9103908062942286,8,36,
Random,random,10,leader_and_secondary,27,9,1.0,1,2,8.0,0.7233568685617994,1,8,
HighBattery,random,10,leader_and_secondary,27,5,0.9317128480846468,2,2,4.0,0.9094960500640826,2,8,
MostConnected,random,10,leader_and_secondary,27,6,0.9569891100431659,2,2,3.0,0.5608268835093776,2,12,
Raft,random,10,leader_and_secondary,27,4,0.8487951870799206,6,2,3.0,0.711348272368293,6,17,term=1
Fitness,random,10,leader_and_secondary,28,3,1.0,8,2,8.0,1.0,7,80,
Bully,random,10,leader_and_secondary,28,9,0.8960024708122265,10,2,7.0,0.6685777219383507,8,36,
Random,random,10,leader_and_secondary,28,5,0.5922244522135883,1,2,8.0,0.8990061201813214,1,8,
HighBattery,random,10,leader_and_secondary,28,4,0.6037874815409976,2,2,0.0,0.8505730954729662,2,8,
MostConnected,random,10,leader_and_secondary,28,1,0.9475677986523242,2,2,8.0,1.0,2,16,
Raft,random,10,leader_and_secondary,28,5,0.5922244522135883,6,2,1.0,0.9475677986523242,11,19,term=2
Fitness,random,10,leader_and_secondary,29,5,1.0,7,2,6.0,1.0,6,64,
Bully,random,10,leader_and_secondary,29,9,0.7717033076686691,10,2,7.0,0.7111569713158307,8,36,
Random,random,10,leader_and_secondary,29,1,0.9589535925502969,1,2,7.0,0.7513003069158648,1,8,
HighBattery,random,10,leader_and_secondary,29,1,0.9589535925502969,2,2,5.0,1.0,2,8,
MostConnected,random,10,leader_and_secondary,29,4,0.9316736220690068,2,2,6.0,1.0,2,14,
Raft,random,10,leader_and_secondary,29,1,0.9589535925502969,6,2,5.0,1.0,6,18,term=1
Fitness,scale_free,10,leader_only,0,0,1.0,6,1,5.0,1.0,6,96,
Bully,scale_free,10,leader_only,0,9,0.7518725159966205,10,1,8.0,0.7408403554553497,9,45,
Random,scale_free,10,leader_only,0,5,0.9580184348185419,1,1,0.0,1.0,1,9,
HighBattery,scale_free,10,leader_only,0,8,0.7589370697540847,2,1,2.0,0.8292148027606931,2,9,
MostConnected,scale_free,10,leader_only,0,1,0.9696457520334492,2,1,0.0,1.0,2,20,
Raft,scale_free,10,leader_only,0,6,0.7387666335516648,6,1,0.0,1.0,6,21,No consensus after 20 terms
Fitness,scale_free,10,leader_only,1,1,1.0,6,1,0.0,1.0,6,88,
Bully,scale_free,10,leader_only,1,9,0.8338165347309741,10,1,8.0,0.7932112020372126,9,45,
Random,scale_free,10,leader_only,1,1,1.0,1,1,4.0,0.9144752548064727,1,9,
HighBattery,scale_free,10,leader_only,1,2,0.6543110111532271,2,1,1.0,1.0,2,9,
MostConnected,scale_free,10,leader_only,1,0,0.9805516860811575,2,1,1.0,1.0,2,18,
Raft,scale_free,10,leader_only,1,2,0.6543110111532271,6,1,5.0,0.8926162298879661,6,20,term=1
Fitness,scale_free,10,leader_only,2,0,1.0,6,1,2.0,1.0,6,72,
Bully,scale_free,10,leader_only,2,9,0.6783918995969148,10,1,8.0,0.7438643974537295,9,45,
Random,scale_free,10,leader_only,2,1,0.804393637764511,1,1,5.0,0.7627493539628688,1,9,
HighBattery,scale_free,10,leader_only,2,1,0.804393637764511,2,1,2.0,0.9408031824186956,2,9,
MostConnected,scale_free,10,leader_only,2,0,1.0,2,1,4.0,0.984106575230179,2,18,
Raft,scale_free,10,leader_only,2,2,0.9054315900302656,6,1,5.0,0.657589511646331,6,19,term=1
Fitness,scale_free,10,leader_only,3,0,1.0,6,1,5.0,1.0,7,100,
Bully,scale_free,10,leader_only,3,9,0.6136759021223336,10,1,8.0,0.7797215784790804,9,45,
Random,scale_free,10,leader_only,3,4,0.7823223445649017,1,1,2.0,0.7678839358573918,1,9,
HighBattery,scale_free,10,leader_only,3,7,0.7811080976873241,2,1,5.0,0.8647034224879415,2,9,
MostConnected,scale_free,10,leader_only,3,0,1.0,2,1,1.0,0.9282074100426502,2,20,
Raft,scale_free,10,leader_only,3,1,0.8113337286900862,6,1,7.0,0.8163810339454538,6,19,term=1
Fitness,scale_free,10,leader_only,4,0,1.0,6,1,3.0,1.0,6,80,
Bully,scale_free,10,leader_only,4,9,0.6449918187478313,10,1,8.0,0.6095691300502832,9,45,
Random,scale_free,10,leader_only,4,0,1.0,1,1,1.0,0.8931726572120532,1,9,
HighBattery,scale_free,10,leader_only,4,0,1.0,2,1,2.0,0.5774358154391271,2,9,
MostConnected,scale_free,10,leader_only,4,0,1.0,2,1,3.0,1.0,2,20,
Raft,scale_free,10,leader_only,4,1,0.7464936577611486,6,1,5.0,0.6990014710669222,6,20,term=1
Fitness,scale_free,10,leader_only,5,1,1.0,6,1,0.0,1.0,7,80,
Bully,scale_free,10,leader_only,5,9,0.7002902897582102,10,1,8.0,0.6740127752468443,9,45,
Random,scale_free,10,leader_only,5,3,0.707598773006499,1,1,1.0,1.0,1,9,
HighBattery,scale_free,10,leader_only,5,1,1.0,2,1,0.0,1.0,2,9,
MostConnected,scale_free,10,leader_only,5,1,1.0,2,1,0.0,1.0,2,16,
Raft,scale_free,10,leader_only,5,1,1.0,6,1,5.0,0.7789305959795516,6,18,term=1
Fitness,scale_free,10,leader_only,6,4,1.0,6,1,6.0,1.0,7,110,
Bully,scale_free,10,leader_only,6,9,0.7820568726308722,10,1,8.0,0.8554685422724477,9,45,
Random,scale_free,10,leader_only,6,4,1.0,1,1,5.0,0.842242140648441,1,9,
HighBattery,scale_free,10,leader_only,6,8,0.8815696381143051,2,1,1.0,0.9597870039242264,2,9,
MostConnected,scale_free,10,leader_only,6,4,1.0,2,1,2.0,0.8879292911356595,2,22,
Raft,scale_free,10,leader_only,6,4,1.0,6,1,0.0,0.9727555892342473,6,20,No consensus after 20 terms
Fitness,scale_free,10,leader_only,7,0,1.0,6,1,2.0,1.0,6,88,
Bully,scale_free,10,leader_only,7,9,0.748855507729653,10,1,8.0,0.8778566737808955,9,45,
Random,scale_free,10,leader_only,7,4,0.8474466402442656,1,1,0.0,0.991769012784074,1,9,
HighBattery,scale_free,10,leader_only,7,4,0.8474466402442656,2,1,8.0,0.9041442786909071,2,9,
MostConnected,scale_free,10,leader_only,7,0,1.0,2,1,2.0,1.0,2,22,
Raft,scale_free,10,leader_only,7,4,0.8474466402442656,6,1,5.0,0.9231242127484067,6,20,term=1
Fitness,scale_free,10,leader_only,8,0,1.0,6,1,2.0,1.0,6,72,
Bully,scale_free,10,leader_only,8,9,0.7287729650753758,10,1,8.0,0.6196439016808444,9,45,
Random,scale_free,10,leader_only,8,7,0.4933304912499168,1,1,0.0,1.0,1,9,
HighBattery,scale_free,10,leader_only,8,6,0.716973040648228,2,1,7.0,0.5119897127603019,2,9,
MostConnected,scale_free,10,leader_only,8,0,1.0,2,1,2.0,1.0,2,18,
Raft,scale_free,10,leader_only,8,2,0.8792460370229938,6,1,3.0,0.6706673427312653,6,19,term=1
Fitness,scale_free,10,leader_only,9,2,1.0,6,1,4.0,1.0,7,110,
Bully,scale_free,10,leader_only,9,9,0.7065862027875318,10,1,8.0,0.6779274144203298,9,45,
Random,scale_free,10,leader_only,9,3,0.966808943361107,1,1,1.0,0.7420767980736146,1,9,
HighBattery,scale_free,10,leader_only,9,3,0.966808943361107,2,1,1.0,0.7420767980736146,2,9,
MostConnected,scale_free,10,leader_only,9,0,0.9344288230048573,2,1,4.0,1.0,2,22,
Raft,scale_free,10,leader_only,9,1,0.7283629811093877,6,1,4.0,0.9950270345802681,6,22,term=1
Fitness,scale_free,10,leader_only,10,2,1.0,6,1,1.0,1.0,7,100,
Bully,scale_free,10,leader_only,10,9,0.7075386447776725,10,1,8.0,0.7825911182185202,9,45,
Random,scale_free,10,leader_only,10,2,1.0,1,1,7.0,0.9001297309284884,1,9,
HighBattery,scale_free,10,leader_only,10,5,0.8325446661132353,2,1,7.0,0.9019861204672971,2,9,
MostConnected,scale_free,10,leader_only,10,2,1.0,2,1,1.0,1.0,2,20,
Raft,scale_free,10,leader_only,10,0,0.7808352910278904,6,1,2.0,1.0,6,22,term=1
Fitness,scale_free,10,leader_only,11,0,1.0,6,1,2.0,1.0,7,110,
Bully,scale_free,10,leader_only,11,9,0.7946931705871048,10,1,8.0,0.8057111836165808,9,45,
Random,scale_free,10,leader_only,11,4,0.7307077224748925,1,1,6.0,0.8995202785145526,1,9,
HighBattery,scale_free,10,leader_only,11,0,1.0,2,1,9.0,0.8489194863349321,2,9,
MostConnected,scale_free,10,leader_only,11,0,1.0,2,1,2.0,1.0,2,22,
Raft,scale_free,10,leader_only,11,1,0.904367397532876,6,1,6.0,0.9115899292189865,6,20,term=1
Fitness,scale_free,10,leader_only,12,0,1.0,6,1,5.0,1.0,7,90,
Bully,scale_free,10,leader_only,12,9,0.7020730784904694,10,1,8.0,0.7001307113830832,9,45,
Random,scale_free,10,leader_only,12,5,0.7796939403965242,1,1,1.0,0.7134707610078291,1,9,
HighBattery,scale_free,10,leader_only,12,5,0.7796939403965242,2,1,0.0,1.0,2,9,
MostConnected,scale_free,10,leader_only,12,0,1.0,2,1,3.0,0.9510905746621661,2,18,
Raft,scale_free,10,leader_only,12,5,0.7796939403965242,6,1,1.0,0.7134707610078291,7,19,term=1
Fitness,scale_free,10,leader_only,13,0,1.0,6,1,6.0,1.0,8,120,
Bully,scale_free,10,leader_only,13,9,0.7467996543008489,10,1,8.0,0.7433537214514084,9,45,
Random,scale_free,10,leader_only,13,7,0.8118969317252093,1,1,2.0,0.9460442321044054,1,9,
HighBattery,scale_free,10,leader_only,13,4,0.957995680339234,2,1,2.0,0.9874812664774553,2,9,
MostConnected,scale_free,10,leader_only,13,0,1.0,2,1,1.0,0.7212509647517671,2,20,
Raft,scale_free,10,leader_only,13,3,0.9308323071781723,6,1,4.0,0.9999554110215785,6,19,term=1
Fitness,scale_free,10,leader_only,14,1,1.0,6,1,5.0,1.0,8,96,
Bully,scale_free,10,leader_only,14,9,0.7490051427223591,10,1,8.0,0.6548906721173627,9,45,
Random,scale_free,10,leader_only,14,7,0.7445899412862461,1,1,1.0,1.0,1,9,
HighBattery,scale_free,10,leader_only,14,9,0.7490051427223591,2,1,6.0,0.7834220791699046,2,9,
MostConnected,scale_free,10,leader_only,14,1,1.0,2,1,0.0,0.9065457594262282,2,16,
Raft,scale_free,10,leader_only,14,0,0.6894626173436673,6,1,4.0,0.7272936978554905,6,19,term=1
Fitness,scale_free,10,leader_only,15,0,1.0,6,1,2.0,1.0,7,100,
Bully,scale_free,10,leader_only,15,9,0.6716709579782504,10,1,8.0,0.6566314510532154,9,45,
Random,scale_free,10,leader_only,15,2,0.9018898570976783,1,1,5.0,0.6366034006344184,1,9,
HighBattery,scale_free,10,leader_only,15,0,1.0,2,1,5.0,0.7996004671351978,2,9,
MostConnected,scale_free,10,leader_only,15,0,1.0,2,1,2.0,1.0,2,20,
Raft,scale_free,10,leader_only,15,2,0.9018898570976783,7,1,6.0,0.6271000497158518,6,18,term=1
Fitness,scale_free,10,leader_only,16,2,1.0,6,1,7.0,1.0,7,110,
Bully,scale_free,10,leader_only,16,9,0.8015927126645639,10,1,8.0,0.44604575981936295,9,45,
Random,scale_free,10,leader_only,16,8,0.46460255307993653,1,1,0.0,0.8715144834341859,1,9,
HighBattery,scale_free,10,leader_only,16,7,0.8985936741797538,2,1,6.0,0.8939312056619753,2,9,
MostConnected,scale_free,10,leader_only,16,2,1.0,2,1,5.0,0.9172680952634653,2,22,
Raft,scale_free,10,leader_only,16,7,0.8985936741797538,6,1,0.0,0.8814190843211573,6,21,No consensus after 20 terms
Fitness,scale_free,10,leader_only,17,0,1.0,6,1,3.0,1.0,6,64,
Bully,scale_free,10,leader_only,17,9,0.7661728773498794,10,1,8.0,0.8023053630610372,9,45,
Random,scale_free,10,leader_only,17,9,0.7661728773498794,1,1,1.0,0.6520168802319098,1,9,
HighBattery,scale_free,10,leader_only,17,9,0.7661728773498794,2,1,1.0,0.6520168802319098,2,9,
MostConnected,scale_free,10,leader_only,17,0,1.0,2,1,3.0,1.0,2,16,
Raft,scale_free,10,leader_only,17,3,0.9590213299173329,6,1,1.0,0.5832154278885666,6,18,term=1
Fitness,scale_free,10,leader_only,18,2,1.0,6,1,7.0,1.0,6,88,
Bully,scale_free,10,leader_only,18,9,0.8287076623997777,10,1,8.0,0.8558007861236007,9,45,
Random,scale_free,10,leader_only,18,9,0.8287076623997777,1,1,4.0,0.9494783223148884,1,9,
HighBattery,scale_free,10,leader_only,18,4,0.9760970406756662,2,1,5.0,1.0,2,9,
MostConnected,scale_free,10,leader_only,18,0,0.9509593116047224,2,1,2.0,1.0,2,18,
Raft,scale_free,10,leader_only,18,6,0.7357760021117861,6,1,0.0,0.9787145344162816,6,24,No consensus after 20 terms
Fitness,scale_free,10,leader_only,19,2,1.0,6,1,1.0,1.0,6,80,
Bully,scale_free,10,leader_only,19,9,0.7074497918555084,10,1,8.0,0.7838440696591321,9,45,
Random,scale_free,10,leader_only,19,5,0.79687560801434,1,1,7.0,0.7759327076651772,1,9,
HighBattery,scale_free,10,leader_only,19,3,0.8357808575879464,2,1,6.0,0.7490242629960865,2,9,
MostConnected,scale_free,10,leader_only,19,1,0.9261382776150138,2,1,2.0,1.0,2,20,
Raft,scale_free,10,leader_only,19,0,0.9365840855957096,6,1,1.0,0.949442403730804,6,22,term=1
Fitness,scale_free,10,leader_only,20,0,1.0,6,1,1.0,1.0,6,64,
Bully,scale_free,10,leader_only,20,9,0.7930937062477206,10,1,8.0,0.7759653686759779,9,45,
Random,scale_free,10,leader_only,20,6,0.7553099314101053,1,1,1.0,0.9369765446073058,1,9,
HighBattery,scale_free,10,leader_only,20,0,1.0,2,1,9.0,0.6266116125316985,2,9,
MostConnected,scale_free,10,leader_only,20,0,1.0,2,1,1.0,1.0,2,16,
Raft,scale_free,10,leader_only,20,2,0.7363036436046582,6,1,0.0,1.0,6,24,No consensus after 20 terms
Fitness,scale_free,10,leader_only,21,3,1.0,6,1,7.0,1.0,7,100,
Bully,scale_free,10,leader_only,21,9,0.8262098863732676,10,1,8.0,0.8774933429966282,9,45,
Random,scale_free,10,leader_only,21,6,0.8633728160426902,1,1,9.0,0.8464455157099494,1,9,
HighBattery,scale_free,10,leader_only,21,1,0.7550360806975637,2,1,8.0,0.8781696449729034,2,9,
MostConnected,scale_free,10,leader_only,21,3,1.0,2,1,0.0,0.9028243711891195,2,20,
Raft,scale_free,10,leader_only,21,0,0.912451081357763,6,1,2.0,0.7802201130532155,6,19,term=1
Fitness,scale_free,10,leader_only,22,0,1.0,6,1,1.0,1.0,9,126,
Bully,scale_free,10,leader_only,22,9,0.6975333500777205,10,1,8.0,0.8708516137280577,9,45,
Random,scale_free,10,leader_only,22,5,0.8158097775141565,1,1,1.0,0.9836776660317728,1,9,
HighBattery,scale_free,10,leader_only,22,1,0.9419995139692007,2,1,7.0,0.914785854099998,2,9,
MostConnected,scale_free,10,leader_only,22,0,1.0,2,1,1.0,1.0,2,18,
Raft,scale_free,10,leader_only,22,7,0.8371987693845103,6,1,1.0,0.9682096620354401,6,21,term=1
Fitness,scale_free,10,leader_only,23,2,1.0,6,1,3.0,1.0,6,72,
Bully,scale_free,10,leader_only,23,9,0.768777159806896,10,1,8.0,0.829165430329666,9,45,
Random,scale_free,10,leader_only,23,8,0.8283303987200186,1,1,3.0,0.9745997775962174,1,9,
HighBattery,scale_free,10,leader_only,23,8,0.8283303987200186,2,1,1.0,0.8846232251713949,2,9,
MostConnected,scale_free,10,leader_only,23,2,1.0,2,1,3.0,1.0,2,18,
Raft,scale_free,10,leader_only,23,1,0.8713859681560274,6,1,0.0,0.6719243138640847,6,18,No consensus after 20 terms
Fitness,scale_free,10,leader_only,24,0,1.0,6,1,3.0,1.0,6,88,
Bully,scale_free,10,leader_only,24,9,0.7888899609646993,10,1,8.0,0.7399699500941461,9,45,
Random,scale_free,10,leader_only,24,6,0.8906216951381385,1,1,1.0,0.8724463512166132,1,9,
HighBattery,scale_free,10,leader_only,24,6,0.8906216951381385,2,1,2.0,0.8680862267145869,2,9,
MostConnected,scale_free,10,leader_only,24,0,1.0,2,1,3.0,1.0,2,22,
Raft,scale_free,10,leader_only,24,4,0.7857826761116918,6,1,0.0,0.9952761763596575,6,21,No consensus after 20 terms
Fitness,scale_free,10,leader_only,25,0,1.0,6,1,4.0,1.0,6,88,
Bully,scale_free,10,leader_only,25,9,0.7867729779037499,10,1,8.0,0.7955726443200271,9,45,
Random,scale_free,10,leader_only,25,9,0.7867729779037499,1,1,2.0,0.900253887196734,1,9,
HighBattery,scale_free,10,leader_only,25,3,0.9449642829220697,2,1,9.0,0.697116487062294,2,9,
MostConnected,scale_free,10,leader_only,25,0,1.0,2,1,4.0,1.0,2,22,
Raft,scale_free,10,leader_only,25,2,0.8860575815039664,6,1,0.0,0.9969408643621277,6,21,No consensus after 20 terms
Fitness,scale_free,10,leader_only,26,3,1.0,6,1,1.0,1.0,6,72,
Bully,scale_free,10,leader_only,26,9,0.703055865457387,10,1,8.0,0.7221395479543432,9,45,
Random,scale_free,10,leader_only,26,4,0.8123412944108506,1,1,8.0,0.7327464473641491,1,9,
HighBattery,scale_free,10,leader_only,26,6,0.8191160579324823,2,1,5.0,0.8461272554724277,2,9,
MostConnected,scale_free,10,leader_only,26,1,0.9711521029205882,2,1,3.0,1.0,2,18,
Raft,scale_free,10,leader_only,26,2,0.7966382887931862,6,1,4.0,0.8314088108798822,6,19,term=1
Fitness,scale_free,10,leader_only,27,2,1.0,6,1,3.0,1.0,6,80,
Bully,scale_free,10,leader_only,27,9,0.8341552268160397,10,1,8.0,0.7994099182256625,9,45,
Random,scale_free,10,leader_only,27,2,1.0,1,1,0.0,0.9872927812302886,1,9,
HighBattery,scale_free,10,leader_only,27,1,0.7865027793394666,2,1,5.0,0.8300365358008759,2,9,
MostConnected,scale_free,10,leader_only,27,0,0.94185287361926,2,1,2.0,1.0,2,18,
Raft,scale_free,10,leader_only,27,3,0.9623450504458682,6,1,0.0,0.9392312533008456,7,23,No consensus after 20 terms
Fitness,scale_free,10,leader_only,28,3,1.0,6,1,1.0,1.0,6,80,
Bully,scale_free,10,leader_only,28,9,0.7594054631220635,10,1,8.0,0.7091799966457556,9,45,
Random,scale_free,10,leader_only,28,6,0.7434562262475362,1,1,1.0,0.9701059553542952,1,9,
HighBattery,scale_free,10,leader_only,28,3,1.0,2,1,5.0,0.8536285268431533,2,9,
MostConnected,scale_free,10,leader_only,28,1,0.9646385456812582,2,1,3.0,1.0,2,18,
Raft,scale_free,10,leader_only,28,1,0.9646385456812582,6,1,2.0,0.8080270806320439,6,20,term=1
Fitness,scale_free,10,leader_only,29,0,1.0,6,1,3.0,1.0,6,72,
Bully,scale_free,10,leader_only,29,9,0.7880103665293114,10,1,8.0,0.8167215921054513,9,45,
Random,scale_free,10,leader_only,29,0,1.0,1,1,7.0,0.9264220861218492,1,9,
HighBattery,scale_free,10,leader_only,29,4,0.9295103594388774,2,1,6.0,0.8492004239016209,2,9,
MostConnected,scale_free,10,leader_only,29,0,1.0,2,1,2.0,0.9213295471735815,2,18,
Raft,scale_free,10,leader_only,29,2,0.980483595790088,6,1,5.0,0.8678428789913325,6,20,term=1
Fitness,scale_free,10,leader_and_secondary,0,0,1.0,6,2,3.0,1.0,6,40,
Bully,scale_free,10,leader_and_secondary,0,9,0.7908120123537034,10,2,7.0,0.768932642757399,8,36,
Random,scale_free,10,leader_and_secondary,0,3,0.7928916496716188,1,2,5.0,0.7502646273434449,1,8,
